map_size,sigma,learning_rate,init_method,qe,n_cluster
2x2,0.8,0.2,pca_init,1.1076154189545964,4
2x2,0.9,0.2,pca_init,1.1082265086588954,4
2x2,0.8,0.4,random_init,1.112470085439154,4
2x2,0.9,0.4,random_init,1.1127290705260762,4
2x2,0.1,0.1,pca_init,1.1171097992150516,4
2x2,0.2,0.1,pca_init,1.1171097992435677,4
2x2,0.3,0.1,pca_init,1.1171098950800415,4
2x2,0.4,0.1,pca_init,1.1172011315696124,4
2x2,0.5,0.1,pca_init,1.1172090248327735,4
2x2,0.9,0.5,random_init,1.1176538808101697,4
2x2,0.8,0.2,random_init,1.1177761219026745,4
2x2,0.7,0.2,random_init,1.1203802305095534,4
2x2,0.6,0.2,random_init,1.1205321737739815,4
2x2,0.8,0.3,random_init,1.1206947263801328,4
2x2,0.7,0.3,random_init,1.1207759596180344,4
2x2,0.9,0.3,random_init,1.1212301109026828,4
2x2,0.1,0.2,random_init,1.12234329627907,4
2x2,0.2,0.2,random_init,1.1223432962845248,4
2x2,0.3,0.2,random_init,1.122343308425033,4
2x2,0.8,0.3,pca_init,1.122881512188688,4
2x2,0.6,0.1,random_init,1.1241671539792508,4
2x2,0.9,0.2,random_init,1.1246291050542374,4
2x2,0.7,0.1,random_init,1.1251339356438825,4
2x2,0.7,0.1,pca_init,1.1265385475019247,4
2x2,0.7,0.4,random_init,1.1268884341083858,4
2x2,0.6,0.4,random_init,1.1269023813943302,4
2x2,0.5,0.4,random_init,1.126903116923529,4
2x2,0.3,0.4,random_init,1.1269031228275177,4
2x2,0.1,0.4,random_init,1.1269031228275475,4
2x2,0.2,0.4,random_init,1.1269031228275475,4
2x2,0.4,0.4,random_init,1.1269031228284128,4
2x2,0.8,0.1,random_init,1.1280393570609446,4
2x2,0.7,0.6,random_init,1.1287712693441794,4
2x2,0.5,0.6,random_init,1.128775448200179,4
2x2,0.2,0.6,random_init,1.1287754486029487,4
2x2,0.1,0.6,random_init,1.1287754486029487,4
2x2,0.3,0.6,random_init,1.1287754486029487,4
2x2,0.4,0.6,random_init,1.128775448603163,4
2x2,0.6,0.6,random_init,1.1287756855120503,4
2x2,0.9,0.6,random_init,1.1290747928769924,4
2x2,0.1,0.5,random_init,1.1310409121631402,4
2x2,0.3,0.5,random_init,1.1310409121631402,4
2x2,0.2,0.5,random_init,1.1310409121631402,4
2x2,0.4,0.5,random_init,1.1310409121635931,4
2x2,0.5,0.5,random_init,1.131040913679761,4
2x2,0.6,0.5,random_init,1.1310409826249495,4
2x2,0.7,0.5,random_init,1.1311207914005084,4
2x2,0.8,0.5,random_init,1.131124817506558,4
2x2,0.9,0.7,random_init,1.1342255126568528,4
2x2,0.8,0.1,pca_init,1.1351945542025281,4
2x2,0.8,0.7,random_init,1.1364232370906897,4
2x2,0.7,0.7,random_init,1.136456157074994,4
2x2,0.6,0.7,random_init,1.136467124762937,4
2x2,0.5,0.7,random_init,1.1364675573638503,4
2x2,0.3,0.7,random_init,1.13646755985617,4
2x2,0.2,0.7,random_init,1.13646755985617,4
2x2,0.1,0.7,random_init,1.13646755985617,4
2x2,0.4,0.7,random_init,1.1364675598562082,4
2x2,0.6,0.3,random_init,1.1370946797879833,4
2x2,0.5,0.3,random_init,1.1371043252712014,4
2x2,0.4,0.3,random_init,1.137104363734256,4
2x2,0.1,0.3,random_init,1.1371055404175487,4
2x2,0.2,0.3,random_init,1.1371055404175583,4
2x2,0.3,0.3,random_init,1.1371055404432462,4
2x2,0.5,0.1,random_init,1.2280094846455687,4
2x2,0.4,0.1,random_init,1.2290003671576752,4
2x2,0.9,0.1,random_init,1.229427050626112,4
2x2,0.7,0.3,pca_init,1.2310575009601967,4
2x2,0.6,0.3,pca_init,1.2310919391567363,4
2x2,0.5,0.2,random_init,1.2315159402886908,4
2x2,0.5,0.3,pca_init,1.2322303323780979,4
2x2,0.4,0.3,pca_init,1.2322577105894166,4
2x2,0.1,0.3,pca_init,1.2322577149066554,4
2x2,0.2,0.3,pca_init,1.2322577149066567,4
2x2,0.3,0.3,pca_init,1.2322577149460958,4
2x2,0.6,0.1,pca_init,1.2325818116953895,4
2x2,0.8,0.6,random_init,1.2335285447732613,4
2x2,0.7,0.4,pca_init,1.2345365809201236,4
2x2,0.5,0.4,pca_init,1.2345423591075475,4
2x2,0.2,0.4,pca_init,1.2345429230938718,4
2x2,0.1,0.4,pca_init,1.2345429230938718,4
2x2,0.3,0.4,pca_init,1.2345429230942375,4
2x2,0.4,0.4,pca_init,1.2345429232723375,4
2x2,0.6,0.4,pca_init,1.2345435374174727,4
2x2,0.3,0.1,random_init,1.237031906862794,4
2x2,0.2,0.1,random_init,1.2370386234419357,4
2x2,0.1,0.1,random_init,1.2370386263631468,4
2x2,0.9,0.8,random_init,1.2381815532195137,4
2x2,0.2,0.5,pca_init,1.2383043869195054,4
2x2,0.1,0.5,pca_init,1.2383043869195054,4
2x2,0.3,0.5,pca_init,1.2383043869195058,4
2x2,0.4,0.5,pca_init,1.2383043869270116,4
2x2,0.5,0.5,pca_init,1.2383043884045974,4
2x2,0.5,0.2,pca_init,1.2389260118197798,4
2x2,0.4,0.2,pca_init,1.2389711377560455,4
2x2,0.3,0.2,pca_init,1.2389713123797492,4
2x2,0.1,0.2,pca_init,1.2389716751011173,4
2x2,0.2,0.2,pca_init,1.2389716751013347,4
2x2,0.8,0.8,random_init,1.2390255097532041,4
2x2,0.7,0.8,random_init,1.2391093137508427,4
2x2,0.6,0.8,random_init,1.23914303504974,4
2x2,0.1,0.8,random_init,1.2391431047376706,4
2x2,0.3,0.8,random_init,1.2391431047376706,4
2x2,0.2,0.8,random_init,1.2391431047376706,4
2x2,0.4,0.8,random_init,1.2391431047379526,4
2x2,0.5,0.8,random_init,1.2391431057196247,4
2x2,0.4,0.2,random_init,1.2400469672815773,4
2x2,0.9,0.9,random_init,1.2408277195656798,4
2x2,0.8,0.9,random_init,1.2417690038873277,4
2x2,0.7,0.9,random_init,1.2419888285344092,4
2x2,0.6,0.9,random_init,1.2420135555608176,4
2x2,0.5,0.9,random_init,1.2420147414963036,4
2x2,0.4,0.9,random_init,1.2420147505611285,4
2x2,0.1,0.9,random_init,1.2420147505614636,4
2x2,0.3,0.9,random_init,1.2420147505614636,4
2x2,0.2,0.9,random_init,1.2420147505614636,4
2x2,0.3,0.6,pca_init,1.2448327321539512,4
2x2,0.2,0.6,pca_init,1.2448327321539512,4
2x2,0.1,0.6,pca_init,1.2448327321539512,4
2x2,0.4,0.6,pca_init,1.244832732155083,4
2x2,0.5,0.6,pca_init,1.2448327416355713,4
2x2,0.6,0.6,pca_init,1.244832929450152,4
2x2,0.7,0.6,pca_init,1.2448493695909082,4
2x2,0.8,0.6,pca_init,1.2450930151162378,4
2x2,0.3,0.7,pca_init,1.2527379565542311,4
2x2,0.2,0.7,pca_init,1.2527379565542311,4
2x2,0.1,0.7,pca_init,1.2527379565542311,4
2x2,0.4,0.7,pca_init,1.2527379565544021,4
2x2,0.5,0.7,pca_init,1.2527379599904263,4
2x2,0.6,0.7,pca_init,1.252738264883193,4
2x2,0.7,0.7,pca_init,1.2527422977608231,4
2x2,0.8,0.7,pca_init,1.2528281834427464,4
2x2,0.9,0.8,pca_init,1.278600368496317,4
2x2,0.8,0.8,pca_init,1.2787454648445697,4
2x2,0.7,0.8,pca_init,1.2787811600438852,4
2x2,0.6,0.8,pca_init,1.2788036986909856,4
2x2,0.4,0.8,pca_init,1.278804445665395,4
2x2,0.2,0.8,pca_init,1.278804445665434,4
2x2,0.3,0.8,pca_init,1.278804445665434,4
2x2,0.1,0.8,pca_init,1.278804445665434,4
2x2,0.5,0.8,pca_init,1.2788044462893915,4
