latitude,longitude
126.671993525219,36.5783871032416
126.671293087787,36.5779125248617
126.673787664179,36.5846082818982
126.673787664179,36.5846082818982
126.678221527078,36.5974374329032
126.6776252752,36.6019827889284
126.664269917798,36.5691002332655
126.664354626601,36.5695328403191
126.671993525219,36.5783871032416
126.671293087787,36.5779125248617
