,지역본부,재산 소재지,노선명, 면적(공부) ,유형분류,현재 사용현황,향후 사용계획 및 추진사항,plan_category
18673,강원본부,경상북도 봉화군 봉성면 봉성리 43ㅡ6,산재 유휴부지,26.0,활용,미사용,활용계획 검토 중,계획없음
18674,강원본부,경상북도 봉화군 석포면 석포리 594ㅡ2,산재 유휴부지,1788.0,활용,미사용,활용계획 검토 중,계획없음
18675,강원본부,경상북도 봉화군 소천면 분천리 765,산재 유휴부지,1402.0,활용,미사용,활용계획 검토 중,계획없음
18676,강원본부,경상북도 봉화군 소천면 분천리 952ㅡ2,산재 유휴부지,103.0,활용,미사용,활용계획 검토 중,계획없음
18677,강원본부,강원도 삼척시 교동 644ㅡ4,산재 유휴부지,149.0,활용,미사용,활용계획 검토 중,계획없음
18678,강원본부,강원도 삼척시 교동 644ㅡ7,산재 유휴부지,126.0,활용,미사용,활용계획 검토 중,계획없음
18679,강원본부,강원도 동해시 발한동 산 272,산재 유휴부지,60.0,활용,미사용,활용계획 검토 중,계획없음
18680,강원본부,경상북도 봉화군 봉성면 봉성리 산 47ㅡ2,산재 유휴부지,2678.0,활용,미사용,활용계획 검토 중,계획없음
18681,강원본부,강원도 동해시 쇄운동 230ㅡ2,산재 유휴부지,150.0,활용,미사용,활용계획 검토 중,계획없음
18682,강원본부,경상북도 봉화군 소천면 임기리 995ㅡ18,산재 유휴부지,852.0,활용,미사용,활용계획 검토 중,계획없음
18683,강원본부,경상북도 봉화군 석포면 석포리 695ㅡ2,산재 유휴부지,294.0,활용,미사용,활용계획 검토 중,계획없음
18684,강원본부,강원도 강릉시 옥계면 주수리 162ㅡ12,산재 유휴부지,22.0,활용,미사용,활용계획 검토 중,계획없음
18685,강원본부,강원도 강릉시 옥계면 주수리 162ㅡ2,산재 유휴부지,67.0,활용,미사용,활용계획 검토 중,계획없음
18686,강원본부,강원도 강릉시 옥계면 주수리 163ㅡ2,산재 유휴부지,8.0,활용,미사용,활용계획 검토 중,계획없음
18687,강원본부,강원도 강릉시 옥계면 주수리 163ㅡ6,산재 유휴부지,12.0,활용,미사용,활용계획 검토 중,계획없음
18688,강원본부,강원도 강릉시 옥계면 주수리 417ㅡ44,산재 유휴부지,245.0,활용,미사용,활용계획 검토 중,계획없음
18689,강원본부,강원도 강릉시 옥계면 주수리 417ㅡ5,산재 유휴부지,26.0,활용,미사용,활용계획 검토 중,계획없음
18690,강원본부,강원도 태백시 철암동 354ㅡ9,산재 유휴부지,517.0,활용,미사용,활용계획 검토 중,계획없음
18691,강원본부,강원도 태백시 철암동 354ㅡ29,산재 유휴부지,189.0,활용,미사용,활용계획 검토 중,계획없음
18692,강원본부,강원도 태백시 철암동 361ㅡ1,산재 유휴부지,724.0,활용,미사용,활용계획 검토 중,계획없음
18693,강원본부,강원도 태백시 통동  69ㅡ2,산재 유휴부지,2956.0,활용,미사용,활용계획 검토 중,계획없음
18694,강원본부,강원도 태백시 통동  73ㅡ1,산재 유휴부지,46.0,활용,미사용,활용계획 검토 중,계획없음
18695,강원본부,강원도 태백시 통동  73ㅡ2,산재 유휴부지,476.0,활용,미사용,활용계획 검토 중,계획없음
18696,강원본부,강원도 태백시 통동  83ㅡ2,산재 유휴부지,1111.0,활용,미사용,활용계획 검토 중,계획없음
18697,강원본부,강원도 태백시 통동  87ㅡ2,산재 유휴부지,331.0,활용,미사용,활용계획 검토 중,계획없음
18698,강원본부,강원도 태백시 통동  97ㅡ1,산재 유휴부지,1279.0,활용,미사용,활용계획 검토 중,계획없음
18699,강원본부,강원도 태백시 통동  98ㅡ1,산재 유휴부지,218.0,활용,미사용,활용계획 검토 중,계획없음
18700,강원본부,강원도 태백시 통동  산 41ㅡ1,산재 유휴부지,300.0,활용,미사용,활용계획 검토 중,계획없음
18701,강원본부,강원도 태백시 통동  산 41ㅡ3,산재 유휴부지,9719.0,활용,미사용,활용계획 검토 중,계획없음
18702,강원본부,경상북도 봉화군 소천면 분천리 943ㅡ2,산재 유휴부지,169.0,활용,미사용,활용계획 검토 중,계획없음
18703,강원본부,충청북도 단양군 대강면 용부원리 592ㅡ1,산재 유휴부지,66.0,활용,미사용,활용계획 검토 중,계획없음
18704,강원본부,경상북도 안동시 와룡면 서지리 338,산재 유휴부지,255.0,활용,미사용,활용계획 검토 중,계획없음
18705,강원본부,경상북도 안동시 운흥동 272ㅡ19,산재 유휴부지,60.0,활용,미사용,활용계획 검토 중,계획없음
18706,강원본부,충청북도 제천시 봉양읍 주포리 192ㅡ10,산재 유휴부지,463.0,활용,미사용,활용계획 검토 중,계획없음
18707,강원본부,충청북도 제천시 봉양읍 주포리 263ㅡ1,산재 유휴부지,367.0,활용,미사용,활용계획 검토 중,계획없음
18708,강원본부,충청북도 제천시 봉양읍 주포리 264ㅡ1,산재 유휴부지,263.0,활용,미사용,활용계획 검토 중,계획없음
18709,강원본부,경상북도 안동시 북후면 옹천리  497ㅡ15,산재 유휴부지,76.0,활용,미사용,활용계획 검토 중,계획없음
18710,강원본부,경상북도 안동시 북후면 옹천리  497ㅡ48,산재 유휴부지,33.0,활용,미사용,활용계획 검토 중,계획없음
18711,강원본부,경상북도 안동시 북후면 옹천리  563ㅡ1,산재 유휴부지,1250.0,활용,미사용,활용계획 검토 중,계획없음
18712,강원본부,경상북도 안동시 북후면 옹천리  563ㅡ2,산재 유휴부지,1071.0,활용,미사용,활용계획 검토 중,계획없음
18713,강원본부,충청북도 제천시 신동 434ㅡ3,산재 유휴부지,377.0,활용,미사용,활용계획 검토 중,계획없음
18714,강원본부,경상북도 영주시 장수면 반구리 산 89ㅡ3,산재 유휴부지,2678.0,활용,미사용,활용계획 검토 중,계획없음
18715,강원본부,경상북도 안동시 운흥동 190ㅡ9,산재 유휴부지,201.0,활용,미사용,활용계획 검토 중,계획없음
18716,강원본부,경상북도 영주시 풍기읍 수철리 173ㅡ2,산재 유휴부지,139.0,활용,미사용,활용계획 검토 중,계획없음
18717,강원본부,충청북도 제천시 봉양읍 구학리 176ㅡ3,산재 유휴부지,1226.0,활용,미사용,활용계획 검토 중,계획없음
18718,강원본부,경상북도 안동시 북후면 옹천리  499,산재 유휴부지,96.0,활용,미사용,활용계획 검토 중,계획없음
18719,강원본부,경상북도 안동시 북후면 옹천리  499ㅡ4,산재 유휴부지,251.0,활용,미사용,활용계획 검토 중,계획없음
18720,강원본부,경상북도 안동시 북후면 옹천리  500ㅡ5,산재 유휴부지,26.0,활용,미사용,활용계획 검토 중,계획없음
18721,강원본부,충청북도 제천시 봉양읍 주포리 123ㅡ3,산재 유휴부지,754.0,활용,미사용,활용계획 검토 중,계획없음
18722,강원본부,경상북도 영주시 안정면 일원리 299ㅡ6,산재 유휴부지,1441.0,활용,미사용,활용계획 검토 중,계획없음
18723,강원본부,충청북도 제천시 봉양읍 구학리 175ㅡ1,산재 유휴부지,126.0,활용,미사용,활용계획 검토 중,계획없음
18724,강원본부,충청북도 제천시 봉양읍 주포리 209ㅡ4,산재 유휴부지,7.0,활용,미사용,활용계획 검토 중,계획없음
18725,강원본부,충청북도 제천시 고명동  산 40ㅡ3,산재 유휴부지,1488.0,활용,미사용,활용계획 검토 중,계획없음
18726,강원본부,충청북도 제천시 대랑동  257ㅡ2,산재 유휴부지,952.0,활용,미사용,활용계획 검토 중,계획없음
18727,강원본부,충청북도 단양군 매포읍 가평리  120ㅡ3,산재 유휴부지,782.0,활용,미사용,활용계획 검토 중,계획없음
18728,강원본부,경상북도 군위군 산성면 화본리 867ㅡ19,산재 유휴부지,87.0,활용,미사용,활용계획 검토 중,계획없음
18729,강원본부,경상북도 영천시 신녕면 화성리 903ㅡ4,산재 유휴부지,2.0,활용,미사용,활용계획 검토 중,계획없음
18730,강원본부,경기도 양평군 양평읍 양근리 165ㅡ3,산재 유휴부지,46.0,활용,미사용,활용계획 검토 중,계획없음
18731,강원본부,경기도 남양주시 조안면 진중리 437ㅡ5,산재 유휴부지,793.0,활용,미사용,활용계획 검토 중,계획없음
18732,강원본부,충청북도 제천시 강제동 337ㅡ3,산재 유휴부지,703.0,활용,미사용,활용계획 검토 중,계획없음
18733,강원본부,충청북도 제천시 강제동 355ㅡ3,산재 유휴부지,525.0,활용,미사용,활용계획 검토 중,계획없음
18734,강원본부,충청북도 제천시 고명동  717,산재 유휴부지,619.0,활용,미사용,활용계획 검토 중,계획없음
18735,강원본부,충청북도 제천시 고명동  532,산재 유휴부지,1200.0,활용,미사용,활용계획 검토 중,계획없음
18736,강원본부,강원도 정선군 남면 무릉리 630ㅡ4,산재 유휴부지,537.0,활용,미사용,활용계획 검토 중,계획없음
18737,강원본부,강원도 정선군 남면 무릉리 633ㅡ1,산재 유휴부지,106.0,활용,미사용,활용계획 검토 중,계획없음
18738,강원본부,강원도 정선군 북평면 북평리 234,산재 유휴부지,4872.0,활용,미사용,활용계획 검토 중,계획없음
18739,강원본부,강원도 정선군 신동읍 예미리 170ㅡ1,산재 유휴부지,1712.0,활용,미사용,활용계획 검토 중,계획없음
18740,강원본부,강원도 정선군 신동읍 예미리 170ㅡ10,산재 유휴부지,116.0,활용,미사용,활용계획 검토 중,계획없음
18741,강원본부,강원도 정선군 신동읍 예미리 170ㅡ11,산재 유휴부지,238.0,활용,미사용,활용계획 검토 중,계획없음
18742,강원본부,강원도 정선군 신동읍 예미리 170ㅡ13,산재 유휴부지,202.0,활용,미사용,활용계획 검토 중,계획없음
18743,강원본부,강원도 정선군 신동읍 예미리 170ㅡ3,산재 유휴부지,69.0,활용,미사용,활용계획 검토 중,계획없음
18744,강원본부,강원도 정선군 신동읍 예미리 170ㅡ4,산재 유휴부지,23.0,활용,미사용,활용계획 검토 중,계획없음
18745,강원본부,강원도 정선군 신동읍 예미리 170ㅡ5,산재 유휴부지,56.0,활용,미사용,활용계획 검토 중,계획없음
18746,강원본부,강원도 정선군 신동읍 예미리 170ㅡ6,산재 유휴부지,79.0,활용,미사용,활용계획 검토 중,계획없음
18747,강원본부,강원도 정선군 신동읍 예미리 170ㅡ7,산재 유휴부지,178.0,활용,미사용,활용계획 검토 중,계획없음
18748,강원본부,강원도 정선군 신동읍 예미리 170ㅡ8,산재 유휴부지,364.0,활용,미사용,활용계획 검토 중,계획없음
18749,강원본부,강원도 정선군 신동읍 예미리 170ㅡ9,산재 유휴부지,109.0,활용,미사용,활용계획 검토 중,계획없음
18750,강원본부,강원도 정선군 신동읍 예미리 744ㅡ6,산재 유휴부지,126.0,활용,미사용,활용계획 검토 중,계획없음
18751,강원본부,강원도 정선군 신동읍 예미리 744ㅡ7,산재 유휴부지,60.0,활용,미사용,활용계획 검토 중,계획없음
18752,강원본부,강원도 정선군 신동읍 예미리 185ㅡ2,산재 유휴부지,995.0,활용,미사용,활용계획 검토 중,계획없음
18753,강원본부,강원도 정선군 신동읍 방제리 407ㅡ5,산재 유휴부지,1279.0,활용,미사용,활용계획 검토 중,계획없음
18754,강원본부,강원도 정선군 신동읍 예미리 210ㅡ8,산재 유휴부지,192.0,활용,미사용,활용계획 검토 중,계획없음
18755,강원본부,강원도 영월군 한반도면 쌍용리 433,산재 유휴부지,886.0,활용,미사용,활용계획 검토 중,계획없음
18756,강원본부,강원도 영월군 한반도면 쌍용리 436,산재 유휴부지,1008.0,활용,미사용,활용계획 검토 중,계획없음
18757,강원본부,강원도 영월군 한반도면 쌍용리 437,산재 유휴부지,301.0,활용,미사용,활용계획 검토 중,계획없음
18758,강원본부,강원도 영월군 한반도면 쌍용리 438ㅡ3,산재 유휴부지,99.0,활용,미사용,활용계획 검토 중,계획없음
18759,강원본부,강원도 영월군 한반도면 쌍용리 439ㅡ1,산재 유휴부지,129.0,활용,미사용,활용계획 검토 중,계획없음
18760,강원본부,강원도 영월군 한반도면 쌍용리 475ㅡ17,산재 유휴부지,479.0,활용,미사용,활용계획 검토 중,계획없음
18761,강원본부,강원도 영월군 한반도면 쌍용리 475ㅡ2,산재 유휴부지,572.0,활용,미사용,활용계획 검토 중,계획없음
18762,강원본부,강원도 영월군 한반도면 쌍용리 475ㅡ3,산재 유휴부지,516.0,활용,미사용,활용계획 검토 중,계획없음
18763,강원본부,강원도 영월군 한반도면 쌍용리 476ㅡ1,산재 유휴부지,982.0,활용,미사용,활용계획 검토 중,계획없음
18764,강원본부,강원도 정선군 신동읍 방제리 209ㅡ3,산재 유휴부지,83.0,활용,미사용,활용계획 검토 중,계획없음
18765,강원본부,강원도 정선군 신동읍 방제리 산 122ㅡ3,산재 유휴부지,2479.0,활용,미사용,활용계획 검토 중,계획없음
18766,강원본부,강원도 정선군 사북읍 사북리 375ㅡ6,산재 유휴부지,25.0,활용,미사용,활용계획 검토 중,계획없음
18767,강원본부,강원도 정선군 사북읍 사북리 375ㅡ7,산재 유휴부지,48.0,활용,미사용,활용계획 검토 중,계획없음
18768,강원본부,강원도 정선군 사북읍 사북리 379ㅡ3,산재 유휴부지,155.0,활용,미사용,활용계획 검토 중,계획없음
18769,강원본부,강원도 정선군 사북읍 사북리 380ㅡ8,산재 유휴부지,39.0,활용,미사용,활용계획 검토 중,계획없음
18770,강원본부,강원도 정선군 사북읍 사북리 산 150ㅡ10,산재 유휴부지,108.0,활용,미사용,활용계획 검토 중,계획없음
18771,강원본부,강원도 정선군 사북읍 사북리 산 150ㅡ11,산재 유휴부지,802.0,활용,미사용,활용계획 검토 중,계획없음
18772,강원본부,강원도 정선군 사북읍 사북리 산 150ㅡ12,산재 유휴부지,613.0,활용,미사용,활용계획 검토 중,계획없음
18773,강원본부,강원도 정선군 사북읍 사북리 산 150ㅡ8,산재 유휴부지,15.0,활용,미사용,활용계획 검토 중,계획없음
18774,강원본부,강원도 정선군 사북읍 사북리 산 150ㅡ9,산재 유휴부지,117.0,활용,미사용,활용계획 검토 중,계획없음
18775,강원본부,강원도 정선군 사북읍 사북리 산 153ㅡ13,산재 유휴부지,594.0,활용,미사용,활용계획 검토 중,계획없음
18776,강원본부,강원도 정선군 사북읍 사북리 산 153ㅡ15,산재 유휴부지,125.0,활용,미사용,활용계획 검토 중,계획없음
18777,강원본부,강원도 정선군 사북읍 사북리 산 153ㅡ16,산재 유휴부지,793.0,활용,미사용,활용계획 검토 중,계획없음
18778,강원본부,강원도 영월군 한반도면 쌍용리 416ㅡ1,산재 유휴부지,17.0,활용,미사용,활용계획 검토 중,계획없음
18779,강원본부,강원도 영월군 한반도면 쌍용리 417ㅡ1,산재 유휴부지,142.0,활용,미사용,활용계획 검토 중,계획없음
18780,강원본부,강원도 영월군 한반도면 쌍용리 418ㅡ3,산재 유휴부지,93.0,활용,미사용,활용계획 검토 중,계획없음
18781,강원본부,강원도 정선군 고한읍 고한리 99ㅡ44,산재 유휴부지,346.0,활용,미사용,활용계획 검토 중,계획없음
18782,강원본부,강원도 태백시 화전동 14ㅡ67,산재 유휴부지,1585.0,활용,미사용,활용계획 검토 중,계획없음
18783,강원본부,강원도 정선군 신동읍 예미리 752ㅡ1,산재 유휴부지,1180.0,활용,미사용,활용계획 검토 중,계획없음
12889,충청본부,충청남도 아산시 도고면 봉농리 161-2,장항선,4437.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12904,충청본부,충청남도 아산시 도고면 신언리 476-2,장항선,446.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12905,충청본부,충청남도 아산시 도고면 신언리 478-2,장항선,4545.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12911,충청본부,충청남도 아산시 도고면 신언리 80-1,장항선,724.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12912,충청본부,충청남도 아산시 도고면 신언리 82-1,장항선,1681.0,활용,사용허가(매설부지),계속 사용허가(태양광),태양광사용
12913,충청본부,충청남도 아산시 도고면 신언리 91-2,장항선,2152.0,활용,사용허가(매설부지),계속 사용허가(태양광),태양광사용
12920,충청본부,충청남도 아산시 방축동 146-2,장항선,2245.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12921,충청본부,충청남도 아산시 방축동 174-5,장항선,1278.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12922,충청본부,충청남도 아산시 배미동 149-2,장항선,1187.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12923,충청본부,충청남도 아산시 배미동 169-2,장항선,1713.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12924,충청본부,충청남도 아산시 배미동 177-1,장항선,826.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12925,충청본부,충청남도 아산시 배미동 180-2,장항선,2010.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12926,충청본부,충청남도 아산시 배미동 188-2,장항선,1379.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12928,충청본부,충청남도 아산시 배미동 236-2,장항선,936.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12929,충청본부,충청남도 아산시 배미동 산18-4,장항선,5256.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12930,충청본부,충청남도 아산시 배미동 산18-6,장항선,3273.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12937,충청본부,충청남도 아산시 선장면 죽산리 182-11,장항선,943.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12938,충청본부,충청남도 아산시 선장면 죽산리 188-1,장항선,1025.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12939,충청본부,충청남도 아산시 선장면 죽산리 189-3,장항선,860.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12940,충청본부,충청남도 아산시 선장면 죽산리 189-4,장항선,688.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12941,충청본부,충청남도 아산시 선장면 죽산리 195-7,장항선,902.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12942,충청본부,충청남도 아산시 선장면 죽산리 196-1,장항선,281.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12943,충청본부,충청남도 아산시 선장면 죽산리 197-1,장항선,1345.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12944,충청본부,충청남도 아산시 선장면 죽산리 198-1,장항선,767.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12945,충청본부,충청남도 아산시 선장면 죽산리 201-4,장항선,2591.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12946,충청본부,충청남도 아산시 선장면 죽산리 202-1,장항선,742.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12948,충청본부,충청남도 아산시 선장면 죽산리 203-6,장항선,978.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12952,충청본부,충청남도 아산시 선장면 죽산리 380-1,장항선,168.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12954,충청본부,충청남도 아산시 신창면 궁화리 166-16,장항선,1264.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12955,충청본부,충청남도 아산시 신창면 궁화리 197-1,장항선,152.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12956,충청본부,충청남도 아산시 신창면 궁화리 198-1,장항선,1362.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12958,충청본부,충청남도 아산시 신창면 궁화리 208-2,장항선,1699.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12959,충청본부,충청남도 아산시 신창면 궁화리 210-3,장항선,218.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12961,충청본부,충청남도 아산시 신창면 궁화리 247-1,장항선,393.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12962,충청본부,충청남도 아산시 신창면 궁화리 260-1,장항선,1101.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12965,충청본부,충청남도 아산시 신창면 궁화리 37-3,장항선,3557.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12966,충청본부,충청남도 아산시 신창면 궁화리 51-2,장항선,800.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12967,충청본부,충청남도 아산시 신창면 궁화리 543-1,장항선,502.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12970,충청본부,충청남도 아산시 신창면 궁화리 544-2,장항선,605.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12971,충청본부,충청남도 아산시 신창면 궁화리 544-4,장항선,1220.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12974,충청본부,충청남도 아산시 신창면 궁화리 546-6,장항선,4553.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12975,충청본부,충청남도 아산시 신창면 궁화리 7-2,장항선,2595.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12976,충청본부,충청남도 아산시 신창면 궁화리 산12-2,장항선,1646.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12977,충청본부,충청남도 아산시 신창면 궁화리 산1-2,장항선,1091.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12978,충청본부,충청남도 아산시 신창면 궁화리 산53-2,장항선,3967.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12979,충청본부,충청남도 아산시 신창면 궁화리 산55-1,장항선,397.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12980,충청본부,충청남도 아산시 신창면 궁화리 산55-3,장항선,3074.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12981,충청본부,충청남도 아산시 신창면 궁화리 산63-15,장항선,1681.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12982,충청본부,충청남도 아산시 신창면 궁화리 산63-2,장항선,4463.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12983,충청본부,충청남도 아산시 신창면 궁화리 산81-19,장항선,1983.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12984,충청본부,충청남도 아산시 신창면 궁화리 산81-20,장항선,892.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12985,충청본부,충청남도 아산시 신창면 궁화리 산81-21,장항선,1886.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12986,충청본부,충청남도 아산시 신창면 남성리 209-2,장항선,4403.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12988,충청본부,충청남도 아산시 신창면 남성리 216-2,장항선,1418.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12989,충청본부,충청남도 아산시 신창면 남성리 218-2,장항선,3666.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12990,충청본부,충청남도 아산시 신창면 남성리 353-2,장항선,2557.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12991,충청본부,충청남도 아산시 신창면 남성리 358-2,장항선,955.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12992,충청본부,충청남도 아산시 신창면 남성리 360-2,장항선,1072.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12993,충청본부,충청남도 아산시 신창면 남성리 364-1,장항선,486.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12994,충청본부,충청남도 아산시 신창면 남성리 366-3,장항선,410.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12996,충청본부,충청남도 아산시 신창면 남성리 385-2,장항선,661.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12997,충청본부,충청남도 아산시 신창면 남성리 459-2,장항선,496.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12998,충청본부,충청남도 아산시 신창면 남성리 47-2,장항선,568.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
12999,충청본부,충청남도 아산시 신창면 남성리 625-6,장항선,32.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13000,충청본부,충청남도 아산시 신창면 남성리 625-7,장항선,34.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13001,충청본부,충청남도 아산시 신창면 남성리 88-2,장항선,883.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13002,충청본부,충청남도 아산시 신창면 남성리 산40-2,장항선,1686.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13003,충청본부,충청남도 아산시 신창면 남성리 산41-2,장항선,2876.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13004,충청본부,충청남도 아산시 신창면 남성리 산42-2,장항선,694.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13005,충청본부,충청남도 아산시 신창면 남성리 산43-2,장항선,3669.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13006,충청본부,충청남도 아산시 신창면 신달리 247-2,장항선,1910.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13007,충청본부,충청남도 아산시 신창면 신달리 272-2,장항선,866.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13008,충청본부,충청남도 아산시 신창면 신달리 274-1,장항선,360.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13009,충청본부,충청남도 아산시 신창면 신달리 275-2,장항선,2237.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13013,충청본부,충청남도 아산시 신창면 신달리 산29-2,장항선,496.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13014,충청본부,충청남도 아산시 신창면 신달리 산30-2,장항선,1289.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13022,충청본부,충청남도 아산시 신창면 오목리 375-2,장항선,2532.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13023,충청본부,충청남도 아산시 신창면 오목리 381-1,장항선,2612.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13024,충청본부,충청남도 아산시 신창면 오목리 401-2,장항선,159.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13025,충청본부,충청남도 아산시 신창면 오목리 402-2,장항선,1908.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13026,충청본부,충청남도 아산시 신창면 오목리 469-2,장항선,826.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13027,충청본부,충청남도 아산시 신창면 오목리 4-2,장항선,1666.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13029,충청본부,충청남도 아산시 신창면 오목리 산112-2,장항선,1785.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13030,충청본부,충청남도 아산시 신창면 오목리 산113-2,장항선,1983.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13062,충청본부,충청남도 아산시 선장면 죽산리 181-14,장항선,939.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13063,충청본부,충청남도 아산시 선장면 죽산리 181-15,장항선,1084.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13065,충청본부,충청남도 아산시 선장면 죽산리 181-18,장항선,2883.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13066,충청본부,충청남도 아산시 선장면 죽산리 181-20,장항선,79.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13068,충청본부,충청남도 아산시 선장면 죽산리 181-23,장항선,806.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13070,충청본부,충청남도 아산시 선장면 죽산리 181-25,장항선,486.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13482,충청본부,충청남도 홍성군 홍북면 갈산리 225-2,장항선,413.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13483,충청본부,충청남도 홍성군 홍북면 갈산리 226-3,장항선,1223.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13484,충청본부,충청남도 홍성군 홍북면 갈산리 산13-2,장항선,1190.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13485,충청본부,충청남도 홍성군 홍북면 갈산리 산18-2,장항선,496.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
13486,충청본부,충청남도 홍성군 홍북면 노은리 270-2,장항선,2122.0,활용,사용허가(태양광),계속 사용허가(태양광),태양광사용
