,지역본부,재산 소재지,노선명, 면적(공부) ,유형분류,현재 사용현황,향후 사용계획 및 추진사항
13531,충청본부,충청남도 홍성군 홍성읍 학계리 447-1,장항선,50.0,활용,사용허가(태양광),계속 사용허가(태양광)
13532,충청본부,충청남도 홍성군 홍성읍 학계리 434-2,장항선,737.0,활용,사용허가(태양광),계속 사용허가(태양광)
13533,충청본부,충청남도 홍성군 홍성읍 학계리 447-3,장항선,205.0,활용,사용허가(태양광),계속 사용허가(태양광)
13534,충청본부,충청남도 홍성군 홍성읍 학계리 산134-2,장항선,992.0,활용,사용허가(태양광),계속 사용허가(태양광)
13535,충청본부,충청남도 홍성군 홍성읍 학계리 433-2,장항선,10.0,활용,사용허가(태양광),계속 사용허가(태양광)
13536,충청본부,충청남도 홍성군 홍성읍 학계리 427-2,장항선,23.0,활용,사용허가(태양광),계속 사용허가(태양광)
13537,충청본부,충청남도 홍성군 홍성읍 학계리 444-4,장항선,238.0,활용,사용허가(태양광),계속 사용허가(태양광)
13538,충청본부,충청남도 홍성군 홍성읍 학계리 274-5,장항선,1005.0,활용,사용허가(태양광),계속 사용허가(태양광)
13539,충청본부,충청남도 홍성군 홍성읍 학계리 274-1,장항선,30.0,활용,사용허가(태양광),계속 사용허가(태양광)
13540,충청본부,충청남도 홍성군 홍성읍 학계리 348-2,장항선,2178.0,활용,사용허가(태양광),계속 사용허가(태양광)
13541,충청본부,충청남도 홍성군 홍성읍 학계리 306-2,장항선,1191.0,활용,사용허가(태양광),계속 사용허가(태양광)
13542,충청본부,충청남도 홍성군 홍성읍 학계리 124-1,장항선,301.0,활용,사용허가(태양광),계속 사용허가(태양광)
13543,충청본부,충청남도 홍성군 홍성읍 학계리 642-1,장항선,1008.0,활용,사용허가(태양광),계속 사용허가(태양광)
13544,충청본부,충청남도 홍성군 홍성읍 학계리 631-3,장항선,438.0,활용,사용허가(태양광),계속 사용허가(태양광)
13545,충청본부,충청남도 홍성군 홍성읍 학계리 631-6,장항선,129.0,활용,사용허가(태양광),계속 사용허가(태양광)
13634,충청본부,충청남도 보령시 주포면 관산리 466-2,장항선,704.0,활용,사용허가(태양광),계속 사용허가(태양광)
13635,충청본부,충청남도 보령시 주포면 관산리 449-1,장항선,2025.0,활용,사용허가(태양광),계속 사용허가(태양광)
13636,충청본부,충청남도 보령시 주포면 관산리 445-2,장항선,1628.0,활용,사용허가(태양광),계속 사용허가(태양광)
13491,충청본부,충청남도 홍성군 홍성읍 고암리 844-7,장항선,443.0,활용,미사용,사용허가(태양광)
13492,충청본부,충청남도 홍성군 홍성읍 고암리 819-9,장항선,760.0,활용,미사용,사용허가(태양광)
13493,충청본부,충청남도 홍성군 홍성읍 고암리 819-9,장항선,760.0,활용,미사용,사용허가(태양광)
13494,충청본부,충청남도 홍성군 홍성읍 고암리 787-2,장항선,3907.0,활용,미사용,사용허가(태양광)
13495,충청본부,충청남도 홍성군 홍성읍 고암리 산67-1,장항선,271.0,활용,미사용,사용허가(태양광)
13496,충청본부,충청남도 홍성군 홍성읍 고암리 261-2,장항선,9415.0,활용,미사용,사용허가(태양광)
13497,충청본부,충청남도 홍성군 홍성읍 고암리 298-2,장항선,324.0,활용,미사용,사용허가(태양광)
13498,충청본부,충청남도 홍성군 홍성읍 고암리 415-13,장항선,1164.0,활용,미사용,사용허가(태양광)
13499,충청본부,충청남도 홍성군 홍성읍 고암리 498-7,장항선,3018.0,활용,미사용,사용허가(태양광)
13500,충청본부,충청남도 홍성군 홍성읍 고암리 498-1,장항선,1238.0,활용,미사용,사용허가(태양광)
13501,충청본부,충청남도 홍성군 홍성읍 고암리 415-31,장항선,10058.0,활용,미사용,사용허가(태양광)
13502,충청본부,충청남도 홍성군 홍성읍 학계리 304-3,장항선,275.0,활용,미사용,사용허가(태양광)
13503,충청본부,충청남도 홍성군 홍성읍 학계리 282-1,장항선,142.0,활용,미사용,사용허가(태양광)
13504,충청본부,충청남도 홍성군 홍성읍 학계리 299-1,장항선,1233.0,활용,미사용,사용허가(태양광)
13505,충청본부,충청남도 홍성군 홍성읍 학계리 282-4,장항선,1825.0,활용,미사용,사용허가(태양광)
13507,충청본부,충청남도 홍성군 홍성읍 학계리 4-2,장항선,853.0,활용,미사용,사용허가(태양광)
13508,충청본부,충청남도 홍성군 홍성읍 학계리 6-2,장항선,1505.0,활용,미사용,사용허가(태양광)
13512,충청본부,충청남도 홍성군 홍성읍 고암리 844-7,장항선,443.0,활용,미사용,사용허가(태양광)
13513,충청본부,충청남도 홍성군 홍성읍 고암리 819-9,장항선,760.0,활용,미사용,사용허가(태양광)
13514,충청본부,충청남도 홍성군 홍성읍 고암리 819-9,장항선,760.0,활용,미사용,사용허가(태양광)
13515,충청본부,충청남도 홍성군 홍성읍 고암리 787-2,장항선,3907.0,활용,미사용,사용허가(태양광)
13516,충청본부,충청남도 홍성군 홍성읍 고암리 산67-1,장항선,271.0,활용,미사용,사용허가(태양광)
13517,충청본부,충청남도 홍성군 홍성읍 고암리 261-2,장항선,9415.0,활용,미사용,사용허가(태양광)
13518,충청본부,충청남도 홍성군 홍성읍 고암리 298-2,장항선,324.0,활용,미사용,사용허가(태양광)
13519,충청본부,충청남도 홍성군 홍성읍 고암리 415-13,장항선,1164.0,활용,미사용,사용허가(태양광)
13520,충청본부,충청남도 홍성군 홍성읍 고암리 498-7,장항선,3018.0,활용,미사용,사용허가(태양광)
13521,충청본부,충청남도 홍성군 홍성읍 고암리 498-1,장항선,1238.0,활용,미사용,사용허가(태양광)
13522,충청본부,충청남도 홍성군 홍성읍 고암리 415-31,장항선,10058.0,활용,미사용,사용허가(태양광)
13523,충청본부,충청남도 홍성군 홍성읍 학계리 282-1,장항선,142.0,활용,미사용,사용허가(태양광)
13524,충청본부,충청남도 홍성군 홍성읍 학계리 299-1,장항선,1233.0,활용,미사용,사용허가(태양광)
13525,충청본부,충청남도 홍성군 홍성읍 학계리 282-4,장항선,1825.0,활용,미사용,사용허가(태양광)
13527,충청본부,충청남도 홍성군 홍성읍 학계리 4-2,장항선,853.0,활용,미사용,사용허가(태양광)
13528,충청본부,충청남도 홍성군 홍성읍 학계리 6-2,장항선,1505.0,활용,미사용,사용허가(태양광)
13546,충청본부,충청남도 홍성군 홍성읍 학계리 640-2,장항선,4160.0,활용,미사용,사용허가(태양광)
13547,충청본부,충청남도 홍성군 홍성읍 학계리 640-2,장항선,4160.0,활용,미사용,사용허가(태양광)
13548,충청본부,충청남도 홍성군 홍성읍 학계리 358-2,장항선,3011.0,활용,미사용,사용허가(태양광)
13549,충청본부,충청남도 홍성군 홍성읍 학계리 산134-1,장항선,7438.0,활용,미사용,사용허가(태양광)
13550,충청본부,충청남도 홍성군 홍성읍 학계리 산145-2,장항선,1884.0,활용,미사용,사용허가(태양광)
13551,충청본부,충청남도 홍성군 금마면 죽림리 산1-20,장항선,694.0,활용,미사용,사용허가(태양광)
13552,충청본부,충청남도 홍성군 금마면 죽림리 705-2,장항선,2595.0,활용,미사용,사용허가(태양광)
13554,충청본부,충청남도 홍성군 금마면 죽림리 431-1,장항선,8480.0,활용,미사용,사용허가(태양광)
13555,충청본부,충청남도 홍성군 금마면 죽림리 116-2,장항선,2053.0,활용,미사용,사용허가(태양광)
13556,충청본부,충청남도 홍성군 금마면 죽림리 산1-2,장항선,298.0,활용,미사용,사용허가(태양광)
13557,충청본부,충청남도 홍성군 금마면 죽림리 산1-4,장항선,298.0,활용,미사용,사용허가(태양광)
13558,충청본부,충청남도 홍성군 금마면 죽림리 산2-4,장항선,99.0,활용,미사용,사용허가(태양광)
13559,충청본부,충청남도 홍성군 금마면 죽림리 산2-2,장항선,992.0,활용,미사용,사용허가(태양광)
13560,충청본부,충청남도 홍성군 홍성읍 학계리 631-1,장항선,112.0,활용,미사용,사용허가(태양광)
13637,충청본부,충청남도 홍성군 홍성읍 내법리 산68-1,장항선,23.0,활용,미사용,사용허가(태양광)
13638,충청본부,충청남도 홍성군 홍성읍 내법리 78-3,장항선,3209.0,활용,미사용,사용허가(태양광)
13639,충청본부,충청남도 홍성군 홍성읍 내법리 78-6,장항선,470.0,활용,미사용,사용허가(태양광)
13640,충청본부,충청남도 홍성군 홍성읍 내법리 143-2,장항선,6102.0,활용,미사용,사용허가(태양광)
13641,충청본부,충청남도 홍성군 홍성읍 내법리 85-3,장항선,331.0,활용,미사용,사용허가(태양광)
13642,충청본부,충청남도 홍성군 홍성읍 내법리 83-1,장항선,238.0,활용,미사용,사용허가(태양광)
13643,충청본부,충청남도 홍성군 홍성읍 내법리 85-3,장항선,331.0,활용,미사용,사용허가(태양광)
13644,충청본부,충청남도 홍성군 홍성읍 내법리 12-2,장항선,18285.0,활용,미사용,사용허가(태양광)
13645,충청본부,충청남도 홍성군 홍성읍 내법리 422-1,장항선,171.0,활용,미사용,사용허가(태양광)
13646,충청본부,충청남도 홍성군 홍성읍 내법리 425-1,장항선,48.0,활용,미사용,사용허가(태양광)
13647,충청본부,충청남도 홍성군 홍성읍 내법리 426-1,장항선,38.0,활용,미사용,사용허가(태양광)
14199,충청본부,충청남도 서천군 마서면 장선리 412-2,장항선,7120.0,활용,미사용,사용허가(태양광)
14200,충청본부,충청남도 서천군 마서면 장선리 431-2,장항선,7287.0,활용,미사용,사용허가(태양광)
14214,충청본부,충청남도 서천군 서천읍 삼산리 624-2,장항선,9641.0,활용,미사용,사용허가(태양광)
14217,충청본부,충청남도 서천군 서천읍 삼산리 724-2,장항선,2087.0,활용,미사용,사용허가(태양광)
5418,영남본부,부산광역시 부산진구 부암동 684ㅡ18,경부선,10.0,활용,미사용,태양광부지 사용허가
5419,영남본부,부산광역시 부산진구 부암동 684ㅡ3,경부선,1.0,활용,미사용,태양광부지 사용허가
